Input Sample,Astro,Exc,Inh,Micro,Oligo,OPC,P-value,Pearson Correlation,RMSE
MSSM_RNA_PFC_143,0.016844270831402,0.24900403114975,0,0,0.73415169801884,0,0.013,0.20240707176957523,1.2003385438103844
MSSM_RNA_PFC_144,0.0047679214331822,0.41397985083312,0.10082595238438,0,0.48042627534932,0,0.007,0.2396881793911108,1.0928174017152148
MSSM_RNA_PFC_145,0.0041865094770359,0.54384173207728,0.1574997277614,0,0.29447203068429,0,0.009,0.22398036845844804,1.0900522571391755
MSSM_RNA_PFC_146,0.019416015363233,0.56606826658318,0.027274026301784,0,0.3872416917518,0,0.006,0.27415332411472687,1.070056890869133
MSSM_RNA_PFC_147,0,0.49672739959108,0.023661517005184,0,0.47961108340374,0,0.002,0.3848828671317907,0.999025524283954
MSSM_RNA_PFC_148,0.047658601825891,0.34692841417282,0.048801293225764,0,0.55661169077553,0,0.006,0.2667551045699029,1.0857835336598847
MSSM_RNA_PFC_149,0.019434144869055,0.43879491024117,0,0,0.54177094488978,0,0.003,0.3622502406331067,1.0234618495708765
MSSM_RNA_PFC_15,0.04171664958098,0.44185240933474,0,0,0.51643094108428,0,0.015,0.1754179157820886,1.1483570098584546
MSSM_RNA_PFC_151,0.021619482653399,0.50866177065361,0,0,0.46971874669299,0,0.015,0.18731915743689304,1.1383251072172043
MSSM_RNA_PFC_152,0.087794497416157,0.71114552507867,0.058913037345422,0,0.14214694015975,0,0.011,0.2100812449102482,1.1185363794910694
MSSM_RNA_PFC_153,0.055268610784152,0.42954249906998,0.10537914122098,0,0.40980974892488,0,0.006,0.2834488272843663,1.045738391593725
MSSM_RNA_PFC_154,0.33586208584383,0.28565354198109,0,0,0.37848437217508,0,0.168,0.05937156438193747,1.1898228038549297
MSSM_RNA_PFC_155,0.061516959128627,0.30743475634137,0,0,0.63104828453,0,0.003,0.35026587462168685,1.0458303321908524
MSSM_RNA_PFC_156,0.093321148824752,0.50399743895169,0,0,0.40268141222356,0,0.015,0.17508727821782377,1.1252078311301354
MSSM_RNA_PFC_157,0.071430768112901,0.4492540226108,0,0.013320611684785,0.46599459759151,0,0.006,0.2748358230007632,1.0653956635636812
MSSM_RNA_PFC_158,0.1011133301295,0.32531923118973,0,0,0.57356743868078,0,0.007,0.24007874683784167,1.1079465757735703
MSSM_RNA_PFC_16,0.051636365085311,0.13744608519823,0,0,0.81091754971646,0,0.015,0.18964316790417912,1.2434844927667361
MSSM_RNA_PFC_160,0.048083509224924,0.6921957636334,0.0018908542193168,0,0.25782987292236,0,0.016,0.16561460363221947,1.1491090932558332
MSSM_RNA_PFC_161,0.0033444017557393,0.39119801208098,0,0,0.60545758616328,0,0.003,0.35416897880711723,1.0447954014446972
MSSM_RNA_PFC_162,0.052409907635109,0.43037068446803,0,0,0.51721940789686,0,0.014,0.19588785798824326,1.132652656771021
MSSM_RNA_PFC_163,0.085565754330893,0.21036484684751,0,0,0.70406939882159,0,0.018,0.15680221640693784,1.21321659107766
MSSM_RNA_PFC_164,0.11276754286871,0.63689958549906,0.1055621550884,0,0.14477071654383,0,0.027,0.1315354875960513,1.1524468906502465
MSSM_RNA_PFC_165,0.063203712721991,0.18359155437471,0.079350028157857,0,0.67385470474544,0,0.002,0.41113579817577456,1.0029051054811617
MSSM_RNA_PFC_166,0.067134952144085,0.3902510774514,0.014052410605447,0,0.52856155979907,0,0.005,0.2959098452605453,1.0609023870544616
MSSM_RNA_PFC_167,0.020641853776981,0.52127326913352,0.040737483730737,0,0.41734739335877,0,0.196,0.052562096226908425,1.212260254813167
MSSM_RNA_PFC_168,0.2519022469604,0.34334041876213,0,0,0.40475733427748,0,0.015,0.17532790169404947,1.114035185679925
MSSM_RNA_PFC_170,0.048922002198296,0.37556565697424,0,0,0.57551234082746,0,0.008,0.23356893558589203,1.1196001021336452
MSSM_RNA_PFC_171,0.054232683515928,0.55763384639518,0,0,0.38813347008889,0,0.006,0.2624455863934667,1.0747595731499293
MSSM_RNA_PFC_172,0.034976038345085,0.52356414440833,0.064296056798826,0,0.37716376044776,0,0.016,0.17180543992054156,1.1277359417162196
MSSM_RNA_PFC_173,0.22739722011644,0.22627707055399,0,0,0.54632570932957,0,0.012,0.2095502988812417,1.119663632537912
MSSM_RNA_PFC_174,0.15129567039984,0.20311020652153,0,0,0.64559412307863,0,0.005,0.2945849830139604,1.0879808206111417
MSSM_RNA_PFC_175,0.035351781180603,0.44449594953574,0.037444015340231,0,0.48270825394342,0,0.006,0.26903799763369685,1.0749470710990665
MSSM_RNA_PFC_176,0.098416481942309,0.40333302116555,0,0,0.49825049689214,0,0.007,0.23406187301685616,1.0964092893743485
MSSM_RNA_PFC_177,0.028605733673132,0.32618059766981,0.070527448598618,0,0.57468622005844,0,0.003,0.3697645656381347,1.0144084835726543
MSSM_RNA_PFC_179,0.091379149947057,0.38472874595178,0,0,0.52389210410116,0,0.015,0.18818901771251403,1.132853830895448
MSSM_RNA_PFC_180,0.071894328258932,0.38167125991763,0.085074486562001,0,0.46135992526143,0,0.002,0.39398537841485215,0.9724091463213749
MSSM_RNA_PFC_181,0.061095279209355,0.65333993052387,0.012264219354023,0,0.27330057091275,0,0.016,0.17026388423824543,1.1376660809981725
MSSM_RNA_PFC_182,0.13307659202966,0.12768352674553,0,0,0.73923988122481,0,0.027,0.13165085950306954,1.24664275175149
MSSM_RNA_PFC_183,0.087811904802189,0.51332493988344,0.034896387012954,0,0.36396676830142,0,0.006,0.2557064926210188,1.0664590176344098
MSSM_RNA_PFC_184,0.12228469419021,0.37443759570646,0.067006532085981,0,0.43627117801734,0,0.015,0.19137719528723426,1.103274979563244
MSSM_RNA_PFC_185,0.03986482059559,0.36207545639052,0.078865772853645,0,0.51919395016024,0,0.004,0.33786399498723113,1.0256058248230877
MSSM_RNA_PFC_186,0.013166040496743,0.22640926763726,0,0,0.760424691866,0,0.004,0.3187019536010374,1.1211098849869274
MSSM_RNA_PFC_187,0.022592310126158,0.3567054087164,0.023737971953545,0,0.5969643092039,0,0.06,0.10511855838067875,1.2143644871847539
MSSM_RNA_PFC_188,0.0099789077037212,0.52038976840538,0.10955873164819,0,0.36007259224271,0,0.005,0.2872685603305772,1.0505179248072518
MSSM_RNA_PFC_189,0.11513579112805,0.54880560425764,0.023167092632091,0,0.31289151198222,0,0.014,0.19841632036924384,1.1016365991315746
MSSM_RNA_PFC_192,0.1386858056245,0.61761451560495,0.069345264964559,0,0.17435441380599,0,0.007,0.23777614992284893,1.0794762232480637
MSSM_RNA_PFC_194,0.12178402102222,0.21541617323283,0.0050529639338362,0,0.65774684181111,0,0.002,0.38652697541963743,1.020437905877038
MSSM_RNA_PFC_195,0.028987488449431,0.44721917350187,0.051392085539123,0,0.47240125250958,0,0.01,0.21284501870196917,1.1112282793517123
MSSM_RNA_PFC_196,0.041399708393475,0.6078993935918,0,0,0.35070089801473,0,0.016,0.16414943371132587,1.1438219468388149
MSSM_RNA_PFC_197,0.063729986553359,0.62887564433791,0.15441403579912,0,0.15298033330961,0,0.016,0.17215629688841083,1.128490059210547
MSSM_RNA_PFC_2,0.051468839873569,0.48241177938226,0,0,0.46611938074417,0,0.007,0.2479132645186334,1.090143160745272
MSSM_RNA_PFC_20,0.065432633977817,0.42664277168705,0,0,0.50792459433513,0,0.005,0.3001387582709072,1.0566014572962337
MSSM_RNA_PFC_200,0.068168792731017,0.49922555005946,0.036251875311696,0,0.39635378189782,0,0.007,0.24274865047211838,1.0793024936102442
MSSM_RNA_PFC_201,0.086283414077328,0.64547093042994,0,0.0042522620288978,0.26399339346384,0,0.087,0.08718184609631176,1.1859722674642406
MSSM_RNA_PFC_202,0.021135003928138,0.48574296807805,0.063153584323472,0,0.42996844367034,0,0.012,0.20873539274996242,1.1097578387243938
MSSM_RNA_PFC_204,0.039965975476891,0.12827616697165,0.035308846062464,0,0.79644901148899,0,0.002,0.3749864788554177,1.0841929065593598
MSSM_RNA_PFC_205,0.020257773520308,0.51358850469483,0.02712810970028,0,0.43902561208458,0,0.006,0.261106616662729,1.0809657696893369
MSSM_RNA_PFC_208,0.035196201577726,0.48064073650091,0.051534398171868,0,0.4326286637495,0,0.195,0.05285751853166661,1.2069429397182665
MSSM_RNA_PFC_209,0.12079745337025,0.14432951923789,0,0,0.73487302739186,0,0.007,0.2412871849750071,1.1638908464448854
MSSM_RNA_PFC_210,0.046882637443214,0.15162835655971,0,0,0.80148900599707,0,0.006,0.26192504155210017,1.1824077606538572
MSSM_RNA_PFC_211,0.18786243994534,0.090301442335834,0,0,0.72183611771882,0,0.098,0.08112591949271107,1.2758220834841993
MSSM_RNA_PFC_212,0.034040383621893,0.20902814263812,0,0,0.75693147373998,0,0.004,0.31521257678663384,1.120142516434216
MSSM_RNA_PFC_22,0.0683412973827,0.35570713828586,0.074082193300204,0,0.50186937103124,0,0.006,0.2641339504923927,1.0710901688574923
MSSM_RNA_PFC_220,0.25551046438372,0.27071177384062,0,0,0.47377776177567,0,0.006,0.27872810234296186,1.0575851586228617
MSSM_RNA_PFC_221,0.02382298041633,0.42891178014535,0.0023809724705338,0,0.54488426696778,0,0.079,0.09368011979047128,1.2113997390116593
MSSM_RNA_PFC_223,0.084948524367938,0.42475962992537,0.074333798646191,0,0.4159580470605,0,0.014,0.19792570144427432,1.1010020741742343
MSSM_RNA_PFC_226,0.096100571931488,0.41581071270225,0,0,0.48808871536626,0,0.005,0.2895525793296458,1.0569878155524364
MSSM_RNA_PFC_228,0.094333147074566,0.60669263821778,0.010166551369524,0,0.28880766333813,0,0.014,0.19766980167718665,1.110357654599741
MSSM_RNA_PFC_229,0.068382671223921,0.34241201172038,0.037329166795632,0,0.55187615026006,0,0.08,0.09340736399687508,1.1989105351635314
MSSM_RNA_PFC_230,0.036257453428246,0.42289634089695,0,0,0.5408462056748,0,0.003,0.35730534746179665,1.0242281731476197
MSSM_RNA_PFC_231,0.11307380296391,0.15050316048156,0.078899687545835,0,0.6575233490087,0,0.003,0.37027602701891094,1.0286860869921057
MSSM_RNA_PFC_232,0.028823426444801,0.47119736894741,0.15652359405617,0,0.34345561055162,0,0.005,0.28801045858796753,1.0398901098830995
MSSM_RNA_PFC_233,0.044982816178309,0.57108426383333,0.038492150547475,0,0.34544076944089,0,0.007,0.24286159425145484,1.0834822912344584
MSSM_RNA_PFC_234,0.078374874679036,0.10251061594626,0,0,0.8191145093747,0,0.003,0.35616892341055495,1.1115266460752804
MSSM_RNA_PFC_236,0,0.63703313606853,0.10317288363925,0,0.25979398029222,0,0.006,0.27152343117396277,1.0714022970085197
MSSM_RNA_PFC_237,0.021259116790999,0.34872545092754,0.022921975099656,0,0.60709345718181,0,0.007,0.2360310404010492,1.1276039466832872
MSSM_RNA_PFC_238,0.053525168720005,0.35458985058603,0,0,0.59188498069396,0,0.013,0.20319607669203985,1.1443306854735127
MSSM_RNA_PFC_239,0.326767477604,0.37262323752654,0.020630347458386,0,0.27997893741108,0,0.129,0.07072108581568878,1.171514446079342
MSSM_RNA_PFC_240,0.071868920466718,0.40602007893559,0.18543928519553,0,0.33667171540217,0,0.015,0.18842406397940134,1.091634444153404
MSSM_RNA_PFC_241,0.12468198464558,0.54096593370623,0.016009646985462,0,0.31834243466273,0,0.016,0.17340981369168507,1.1169159562658357
MSSM_RNA_PFC_242,0.057802039286392,0.45691527403546,0.059118263404221,0,0.42616442327392,0,0.015,0.1787365815820981,1.1213436740531246
MSSM_RNA_PFC_243,0.25632692687984,0.17509379906364,0,0,0.56857927405652,0,0.015,0.18139131340621711,1.1481676113933432
MSSM_RNA_PFC_244,0.07341305838499,0.40309476181851,0.063154505209038,0,0.46033767458746,0,0.006,0.27838441125959096,1.0559375547540542
MSSM_RNA_PFC_245,0.10131824014904,0.48477467232722,0.067625451172085,0,0.34628163635166,0,0.017,0.16198388804420283,1.118496844810807
MSSM_RNA_PFC_246,0.1516089734779,0.11934008347348,0.12540249085258,0,0.60364845219604,0,0.002,0.38152799587602265,1.0017032572254363
MSSM_RNA_PFC_248,0.034191900148212,0.54167489115299,0.14963342072516,0,0.27449978797364,0,0.017,0.16055462734160308,1.124823676482958
MSSM_RNA_PFC_25,0.052905910062988,0.38238609482613,0,0,0.56470799511088,0,0.004,0.3187910728453398,1.054991061155929
MSSM_RNA_PFC_250,0.058991695654664,0.16503526488471,0.052409271407219,0,0.72356376805341,0,0.004,0.3199812957236123,1.0963962953406068
MSSM_RNA_PFC_251,0.045409946732471,0.35467534904032,0,0.023885525598514,0.5760291786287,0,0.087,0.08598451152380197,1.2152383810427223
MSSM_RNA_PFC_253,0.18392959757721,0.42301169815796,0.04854109448832,0,0.34451760977651,0,0.035,0.124588729234563,1.1337769617140896
MSSM_RNA_PFC_254,0.026775745989388,0.34849905067401,0.042120684481695,0,0.58260451885491,0,0.002,0.3862610122831599,1.0062031158178542
MSSM_RNA_PFC_255,0.0071733427359069,0.22576745915643,0.2442514135306,0,0.52280778457706,0,0.021,0.14965843450171257,1.146983524314061
MSSM_RNA_PFC_256,0.052950814321613,0.39019589465204,0,0,0.55685329102635,0,0.132,0.06989683406486236,1.2236927043721486
MSSM_RNA_PFC_257,0.14874550260151,0.34944175244852,0,0,0.50181274494997,0,0.017,0.1596663100150362,1.1412440572028955
MSSM_RNA_PFC_258,0.13812650925589,0.32365724998127,0,0,0.53821624076284,0,0.016,0.17203353606641641,1.142225803207398
MSSM_RNA_PFC_26,0.025942483459037,0.34840902161168,0.10783929594647,0,0.51780919898281,0,0.015,0.19305031882800233,1.1249782302184543
MSSM_RNA_PFC_260,0.038075581440211,0.11251349468134,0,0,0.84941092387845,0,0.002,0.45449133864233093,1.0386815144093788
MSSM_RNA_PFC_261,0.018530931806472,0.52748743187098,0.010548005442302,0,0.44343363088024,0,0.01,0.21466101802760743,1.1163589052387868
MSSM_RNA_PFC_262,0.0037163710483392,0.30647703579244,0.041499373761715,0,0.64830721939751,0,0.13,0.07025057913745127,1.2561127568313781
MSSM_RNA_PFC_264,0.096982021556872,0.18590573076166,0,0,0.71711224768147,0,0.047,0.11145138406369882,1.2504294878940339
MSSM_RNA_PFC_265,0.1021729070673,0.30000398692407,0.054311303590465,0,0.54351180241816,0,0.004,0.3435315739598533,1.0213051332623109
MSSM_RNA_PFC_266,0.058662043508053,0.46002777830741,0.027350062789899,0,0.45396011539464,0,0.014,0.19853254737216477,1.1161083771693934
MSSM_RNA_PFC_268,0.1282500231803,0.40318651647835,0,0,0.46856346034135,0,0.004,0.3483079543294148,1.0096137429703953
MSSM_RNA_PFC_269,0.11530646104253,0.46900878321266,0.09721243176824,0,0.31847232397657,0,0.015,0.1941160594779471,1.0919426293647847
MSSM_RNA_PFC_270,0.49018772726354,0.23818351205429,0,0,0.27162876068216,0,0.084,0.09083756653851953,1.2002556742051484
MSSM_RNA_PFC_271,0.086416236697743,0.20937716926218,0,0,0.70420659404007,0,0.002,0.38132937657323285,1.0416842222678548
MSSM_RNA_PFC_272,0.22801527131899,0.10791456032634,0,0,0.66407016835468,0,0.025,0.13423473104465788,1.2148570332283184
MSSM_RNA_PFC_273,0.048203357755218,0.64502386826115,0.15556300095383,0,0.1512097730298,0,0.015,0.1778906759522858,1.1296219577058795
MSSM_RNA_PFC_274,0.087238993189975,0.18281833496425,0,0,0.72994267184577,0,0.034,0.12602873514047352,1.2468433730384685
MSSM_RNA_PFC_276,0.020211163360709,0.21421764241471,0,0,0.76557119422458,0,0.024,0.14127486988354035,1.259436619626471
MSSM_RNA_PFC_277,0.093044579752697,0.54314180758761,0.10380337102845,0,0.26001024163124,0,0.008,0.23052505346263316,1.0751956819600792
MSSM_RNA_PFC_278,0.17547383324922,0.41096070473483,0.11003472129288,0,0.30353074072307,0,0.022,0.14604677932416105,1.1122159233427948
MSSM_RNA_PFC_279,0.15093840477841,0.45708321147109,0,0,0.3919783837505,0,0.039,0.1178225688687803,1.151655679547351
MSSM_RNA_PFC_28,0.027300621786666,0.4094734773209,0.045127449136873,0,0.51809845175556,0,0.031,0.12810516627925922,1.1755555504562922
MSSM_RNA_PFC_280,0.036366686620972,0.16833231668909,0.023263909006913,0,0.77203708768302,0,0.006,0.26332849947804926,1.1661339423279904
MSSM_RNA_PFC_281,0.010032173901092,0.34975146143971,0.17814948041662,0,0.46206688424258,0,0.007,0.24777733176072037,1.0756606750770321
MSSM_RNA_PFC_282,0.10719666166541,0.49748812166793,0.038588164336966,0,0.3567270523297,0,0.016,0.1712855817998548,1.1166831651203453
MSSM_RNA_PFC_284,0.069704259370077,0.35581647747755,0.062597986176354,0,0.51188127697602,0,0.025,0.13754099015339358,1.1575852288361268
MSSM_RNA_PFC_286,0.040113939244799,0.51244009021574,0.13611539324045,0,0.31133057729902,0,0.006,0.2649279973861854,1.055978680696662
MSSM_RNA_PFC_287,0.10901946609089,0.43444307560564,0.067681714059642,0,0.38885574424383,0,0.013,0.20225719362304292,1.0935610177601653
MSSM_RNA_PFC_288,0,0.38340797959832,0.077338578050574,0,0.53925344235111,0,0.016,0.16587524677015297,1.1567658017494948
MSSM_RNA_PFC_289,0.1130210531921,0.54444939139658,0.032321572587556,0,0.31020798282376,0,0.004,0.32048397572902754,1.019901370834349
MSSM_RNA_PFC_29,0.043882671554898,0.44212801488963,0,0,0.51398931355547,0,0.015,0.1757406115887995,1.1472611048983856
MSSM_RNA_PFC_290,0.20464583364514,0.55380122183664,0.12604653313343,0,0.1155064113848,0,0.01,0.2162934115586448,1.0862851524919757
MSSM_RNA_PFC_291,0.17332964583415,0.17311495847555,0,0,0.6535553956903,0,0.009,0.22650677849509387,1.1412467491972866
MSSM_RNA_PFC_295,0.0444106882396,0.39047705939747,0,0,0.56511225236294,0,0.002,0.38316630417311337,1.0073192857899806
MSSM_RNA_PFC_296,0,0.38704116830958,0.0155080943069,0,0.59745073738352,0,0.004,0.3366439828909621,1.0553217723171817
MSSM_RNA_PFC_297,0.060639295173624,0.22016951630557,0.0070680826171147,0,0.71212310590369,0,0.002,0.3959120394626844,1.0333147086131036
MSSM_RNA_PFC_298,0.048608497445084,0.54121447129391,0.058568498962926,0,0.35160853229809,0,0.015,0.19347756271725203,1.1113758163059229
MSSM_RNA_PFC_299,0.26431062559289,0.10305269972689,0,0,0.63263667468022,0,0.024,0.14078044384894212,1.2014517239065923
MSSM_RNA_PFC_3,0.049582157453561,0.37896344817868,0.13823953870184,0,0.43321485566592,0,0.013,0.20167003243605797,1.098480801169836
MSSM_RNA_PFC_30,0.041459222197304,0.54866936083861,0,0,0.40987141696408,0,0.006,0.26422775196735104,1.0769619024044157
MSSM_RNA_PFC_300,0.01811926864113,0.34433665482552,0,0,0.63754407653335,0,0.016,0.17392553999518692,1.184396172226209
MSSM_RNA_PFC_301,0.13835146664441,0.30314993219774,0,0.20092387674959,0.35757472440825,0,0.022,0.14610247578948748,1.1031377445934334
