rowname	Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000179399	6668.18036404581	224.023480255731	341.09668055009	305.633399928698	166.335371027975	662.874339764309
ENSG00000234377	908.209568484583	13.1804552455685	9.77121729352815	37.1884728503423	14.3103108722241	9.99963324383676
ENSG00000080573	1193.27480813845	29.0455852351946	19.1930726279581	12.1069139390559	19.6160050786511	126.0318854699
ENSG00000164199	576.323626685516	15.3932885985703	8.6168311938788	24.3436607353671	11.6448900313708	7.08013280094933
ENSG00000130203	2463.43766892088	44.643095695806	48.179780672647	298.390393751263	58.4182716285706	454.183967849385
ENSG00000197360	1612.73540585298	37.223849464019	15.4547682965934	49.663730834778	32.1866993086344	66.7705683783995
ENSG00000172987	1489.31577739408	35.715765317008	124.487979553653	55.454649913115	27.4539767980442	29.1124165892197
ENSG00000171885	634.48799025986	15.4949383963532	8.80416175594408	27.2632757593419	10.6750986770807	11.5198920332012
ENSG00000231373	3529.28811678874	45.8053733989526	32.5171891630695	0	105.780523254709	98.5855223171888
ENSG00000149090	976.013120794429	43.2884148162022	24.717974715012	21.1549751717906	19.9943101209393	75.5741299123483
ENSG00000164188	781.223050356155	15.4024977178066	15.1238901171837	72.9006860737085	10.4991998636848	18.6688705265972
ENSG00000152661	834.348532896427	13.9005132885617	12.7974883344139	26.9086826106774	12.3528514036616	31.0092582717879
ENSG00000148672	990.215201423301	90.5261122261012	104.582883671809	69.6689421045415	123.540696946747	112.399969582257
ENSG00000135821	582.786167924015	16.7366674589509	34.8501318753889	54.2880884113998	168.344286277562	43.7926807971616
ENSG00000080493	527.570829951676	36.6553102457227	51.1907091978789	29.3224503367877	23.2267013848398	48.8090151029963
ENSG00000138696	482.499916046371	15.2912005186766	8.59005547750025	12.9470324918611	7.69163697237981	9.946674838553
ENSG00000111907	507.195822195843	17.2775667618993	29.3771519815685	10.7599300972518	9.29790892470623	12.3996204570665
ENSG00000135540	390.604822085894	7.55556741526762	6.20300082072779	46.7461784055756	9.08875650023302	49.5601807468861
ENSG00000068078	552.314515167757	12.7335545701329	10.4223863567211	33.8111994574378	12.3259444407122	64.9393996493034
ENSG00000008394	524.422223326111	156.648991406201	25.6036620742586	21.9681906152224	10.6780672807173	62.0239348279512
ENSG00000198838	391.97285038262	58.9647073502914	23.0139932781982	50.9042413657825	18.4197880005397	12.5144460607343
ENSG00000182902	478.080988520264	12.3460067079164	9.51354580799442	0	21.8771623820644	43.0386179367383
ENSG00000139155	459.024803003506	5.80869072111443	6.12124744307305	16.8151582486887	6.81111287453162	7.10511859455156
ENSG00000251372	1490.31317239609	19.5683599338828	16.7050817317413	0	37.5973430674145	16.2771807802454
ENSG00000183579	424.672312017659	36.7724464888423	18.3860160435735	23.4562770059206	17.1020710179112	37.8430437198587
ENSG00000158467	666.716574675489	109.065584933328	103.689609341768	71.497523262141	90.0997608599458	134.117378194935
ENSG00000224731	3475.87996489225	700.595602571111	470.94113392675	0	40.8666772471897	665.297468398919
ENSG00000107249	323.219377543746	49.0663036064945	22.4179339399061	56.5645745552014	11.8378296784557	14.6664830652843
ENSG00000144040	355.450498558819	51.6023753104488	42.3694825082777	36.8547258449658	33.0413001572841	23.5006005286307
ENSG00000165795	412.234847952671	15.3794959745261	20.0828177166714	21.648124261888	121.88554149036	77.3358579738811
ENSG00000111783	368.472265137578	68.8942505412151	52.4887951125789	12.0480125443944	11.0616569992393	62.477963758129
ENSG00000164089	619.509878932431	7.02353895931983	8.13265789320258	0	11.9690878446006	6.38475372009626
ENSG00000141469	377.354258231946	3.39853841386212	1.88137866883215	12.8170748256944	3.80721554028085	2.4617084214612
ENSG00000256661	3617.52074108781	560.76950253006	899.144497559762	904.000764254726	180.64517951302	1250.11217749672
ENSG00000120885	1154.04569214001	184.823500584711	185.37444693569	259.394657022547	212.474601564213	320.275111979587
ENSG00000154310	981.276830545622	163.251991352666	240.054152544918	201.355749250401	155.094865920169	240.143050280284
ENSG00000115738	1788.81477982742	224.499751622416	149.279453773007	296.495851568715	67.054711238246	143.78967278176
ENSG00000116117	288.575457341154	12.9554707710982	26.6210986170869	86.5862415695337	74.8212098935255	77.4058628622727
ENSG00000154930	278.297790182823	5.77129338747278	6.29389678859516	37.6120902490518	34.7867539149361	32.1466093125316
ENSG00000117525	605.210100488956	8.64811405773642	18.1916949256298	0	15.3516561485095	45.8591875895609
ENSG00000156049	669.107063158773	44.5773813267807	26.8039970548478	30.0336894849788	50.2835852346899	33.4567977921251
ENSG00000104447	341.049512791298	43.2356749803611	70.7259179209438	73.8093109543237	83.3130996047296	94.1297536347284
ENSG00000178075	248.923617964776	30.8356565377378	6.38622841472883	0	8.19007122716907	73.9195529235613
ENSG00000100033	204.830701785496	5.06614230284614	4.64736546654637	0	5.02917176697412	8.22708788948137
ENSG00000168209	998.327517350783	30.538857039673	40.1021439748396	39.7092658350958	54.6874777156271	99.1477588134481
ENSG00000167614	388.177111244278	64.088675080572	18.8726449864613	0	157.673215694802	114.587720627364
ENSG00000147509	524.168360572612	26.6403617520933	21.9469658809671	0	17.2838390613114	14.7517414428916
ENSG00000151012	196.052966595212	5.06618411974094	4.57688616322484	16.9459137560658	9.38090445052131	5.20754061842999
ENSG00000148660	468.2297224194	127.077194260899	148.760467050029	60.2667176169817	38.732930382071	84.2668208534828
ENSG00000125246	292.261412850654	27.9766433259794	29.4123812584248	33.9234823946149	15.8784599017723	20.8496177935896
ENSG00000158966	267.508871699379	30.4641620720091	9.37723012555872	0	7.65163318670786	58.8749092051429
ENSG00000103740	260.703529362171	4.3427744689233	3.14831689523006	9.92972892935932	83.3918563413492	6.86574367227848
ENSG00000134508	344.790691697803	24.5084548315285	31.1519663934396	61.4079268775377	7.95960530693686	111.809952995825
ENSG00000134769	924.834775419648	150.249012314884	245.040574235368	219.925340273336	107.073670273585	201.75767850138
ENSG00000144749	277.58859140677	11.847186393418	14.4657686189104	46.4855910629279	44.2489875654298	29.4632050934476
ENSG00000138771	164.539798969401	46.0948099362079	15.2053941900192	49.6826014673621	9.55905711428299	4.77113850451756
